"","y","PassengerId","Pclass","Sexfemale","Sexmale","Age","SibSp","Parch","Fare","EmbarkedQ","EmbarkedS","Pclass_char2A","Pclass_char3A","tic_num","tic_charA..5.","tic_charA.5.","tic_charA.4","tic_charA.4.","tic_charA.5","tic_charA.5..1","tic_charA.S","tic_charA4.","tic_charAQ.3.","tic_charAQ.4","tic_charBasle","tic_charC","tic_charC.A.","tic_charC.A..SOTON","tic_charCA","tic_charCA.","tic_charF.C.","tic_charF.C.C.","tic_charFa","tic_charFALSE","tic_charLINE","tic_charLP","tic_charP.PP","tic_charPC","tic_charPP","tic_charS.C..A.4.","tic_charS.C..PARIS","tic_charS.O..P.P.","tic_charS.O.C.","tic_charS.O.P.","tic_charS.P.","tic_charS.W..PP","tic_charSC","tic_charSC.A.3","tic_charSC.A4","tic_charSC.AH","tic_charSC.Paris","tic_charSC.PARIS","tic_charSCO.W","tic_charSO.C","tic_charSOTON.O.Q.","tic_charSOTON.O2","tic_charSOTON.OQ","tic_charSTON.O","tic_charSTON.O2.","tic_charSTON.OQ.","tic_charSW.PP","tic_charW..C.","tic_charW.E.P.","tic_charW.C","tic_charWE.P","cabin_n","cabin_class_firstB","cabin_class_firstC","cabin_class_firstD","cabin_class_firstE","cabin_class_firstF","cabin_class_firstG","cabin_class_firstT","cabin_class_secondB","cabin_class_secondC","cabin_class_secondD","cabin_class_secondE","cabin_class_secondF","cabin_class_secondG","cabin_class_secondT","cabin_num","female_child_flag","male_adult_flag","Age_na","Fare_na","cabin_class_first_na","cabin_class_second_na","cabin_num_na","female_child_flag_na","male_adult_flag_na"
"445","1",445,3,0,1,28,0,0,8.1125,0,1,0,1,65306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0
"446","1",446,1,0,1,4,0,2,81.8583,0,1,0,0,33638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,0,0,0,0,0,0,0,0
"447","1",447,2,1,0,13,0,1,19.5,0,1,1,0,250644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,1,0,0,0,0,0,0,0,0
"448","1",448,1,0,1,34,0,0,26.55,0,1,0,0,113794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,1,0,0,0,0,0,0,0
"449","1",449,3,1,0,5,2,1,19.2583,0,0,0,1,2666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,1,0,0,0,0,0,0,0,0
"450","1",450,1,0,1,52,0,0,30.5,0,1,0,0,113786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0
"451","0",451,2,0,1,36,1,2,27.75,0,1,1,0,34651,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0
"452","0",452,3,0,1,28,1,0,19.9667,0,1,0,1,65303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0
"453","0",453,1,0,1,30,0,0,27.75,0,0,0,0,113051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,111,0,1,0,0,0,0,0,0,0
"454","1",454,1,0,1,49,1,0,89.1042,0,0,0,0,17453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0
"455","0",455,3,0,1,28,0,0,8.05,0,1,0,1,2817,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0
"456","1",456,3,0,1,29,0,0,7.8958,0,0,0,1,349240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,1,0,0,0,0,0,0,0
"457","0",457,1,0,1,65,0,0,26.55,0,1,0,0,13509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,38,0,0,0,0,0,0,0,0,0
"458","1",458,1,1,0,28,1,0,51.8625,0,1,0,0,17464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,21,1,0,0,0,0,0,0,0,0
"459","1",459,2,1,0,50,0,0,10.5,0,1,1,0,13531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,1,0,0,0,0,0,0,0,0
"460","0",460,3,0,1,28,0,0,7.75,1,0,0,1,371060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0
"461","1",461,1,0,1,48,0,0,26.55,0,1,0,0,19952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0
"462","0",462,3,0,1,34,0,0,8.05,0,1,0,1,364506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,1,0,0,0,0,0,0,0
"463","0",463,1,0,1,47,0,0,38.5,0,1,0,0,111320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,63,0,0,0,0,0,0,0,0,0
"464","0",464,2,0,1,48,0,0,13,0,1,1,0,234360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0
"465","0",465,3,0,1,28,0,0,8.05,0,1,0,1,2816,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0
"466","0",466,3,0,1,38,0,0,7.05,0,1,0,1,3101306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0
"467","0",467,2,0,1,28,0,0,0,0,1,1,0,239853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0
"468","0",468,1,0,1,56,0,0,26.55,0,1,0,0,113792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0
"469","0",469,3,0,1,28,0,0,7.725,1,0,0,1,36209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0
"470","1",470,3,1,0,0.75,2,1,19.2583,0,0,0,1,2666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,1,0,0,0,0,0,0,0,0
"471","0",471,3,0,1,28,0,0,7.25,0,1,0,1,323592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0
"472","0",472,3,0,1,38,0,0,8.6625,0,1,0,1,315089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0
"473","1",473,2,1,0,33,1,2,27.75,0,1,1,0,34651,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,1,0,0,0,0,0,0,0,0
"474","1",474,2,1,0,23,0,0,13.7917,0,0,1,0,541,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,40.5,1,0,0,0,0,0,0,0,0
"475","0",475,3,1,0,22,0,0,9.8375,0,1,0,1,7553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,1,0,0,0,0,0,0,0,0
"476","0",476,1,0,1,28,0,0,52,0,1,0,0,110465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
"477","0",477,2,0,1,34,1,0,21,0,1,1,0,31027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,1,0,0,0,0,0,0,0
"478","0",478,3,0,1,29,1,0,7.0458,0,1,0,1,3460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,1,0,0,0,0,0,0,0
"479","0",479,3,0,1,22,0,0,7.5208,0,1,0,1,350060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,1,0,0,0,0,0,0,0
"480","1",480,3,1,0,2,0,1,12.2875,0,1,0,1,3101298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,1,0,0,0,0,0,0,0,0
"481","0",481,3,0,1,9,5,2,46.9,0,1,0,1,2144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,1,0,0,0,0,0,0,0,0
"482","0",482,2,0,1,28,0,0,0,0,1,1,0,239854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0
"483","0",483,3,0,1,50,0,0,8.05,0,1,0,1,3594,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0
"484","1",484,3,1,0,63,0,0,9.5875,0,1,0,1,4134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,1,0,0,0,0,0,0,0,0
"485","1",485,1,0,1,25,1,0,91.0792,0,0,0,0,11967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,49,0,1,0,0,0,0,0,0,0
"486","0",486,3,1,0,28,3,1,25.4667,0,1,0,1,4133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,1,0,0,0,0,0,0,0,0
"487","1",487,1,1,0,35,1,0,90,0,1,0,0,19943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,93,1,0,0,0,0,0,0,0,0
"488","0",488,1,0,1,58,0,0,29.7,0,0,0,0,11771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
"489","0",489,3,0,1,30,0,0,8.05,0,1,0,1,18509,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,1,0,0,0,0,0,0,0
"490","1",490,3,0,1,9,1,1,15.9,0,1,0,1,37671,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,1,0,0,0,0,0,0,0,0
"491","0",491,3,0,1,28,1,0,19.9667,0,1,0,1,65304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0
"492","0",492,3,0,1,21,0,0,7.25,0,1,0,1,3101317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,1,0,0,0,0,0,0,0
"493","0",493,1,0,1,55,0,0,30.5,0,1,0,0,113787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
"494","0",494,1,0,1,71,0,0,49.5042,0,0,0,0,17609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0
"495","0",495,3,0,1,21,0,0,8.05,0,1,0,1,45380,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,1,0,0,0,0,0,0,0
"496","0",496,3,0,1,28,0,0,14.4583,0,0,0,1,2627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0
"497","1",497,1,1,0,54,1,0,78.2667,0,0,0,0,36947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,20,1,0,0,0,0,0,0,0,0
"498","0",498,3,0,1,28,0,0,15.1,0,1,0,1,6212,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0
"499","0",499,1,1,0,25,1,2,151.55,0,1,0,0,113781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0
"500","0",500,3,0,1,24,0,0,7.7958,0,1,0,1,350035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,1,0,0,0,0,0,0,0
"501","0",501,3,0,1,17,0,0,8.6625,0,1,0,1,315086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0
"502","0",502,3,1,0,21,0,0,7.75,1,0,0,1,364846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,1,0,0,0,0,0,0,0,0
"503","0",503,3,1,0,28,0,0,7.6292,1,0,0,1,330909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,1,0,0,0,0,0,0,0,0
"504","0",504,3,1,0,37,0,0,9.5875,0,1,0,1,4135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,1,0,0,0,0,0,0,0,0
"505","1",505,1,1,0,16,0,0,86.5,0,1,0,0,110152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,79,1,0,0,0,0,0,0,0,0
"506","0",506,1,0,1,18,1,0,108.9,0,0,0,0,17758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0
"507","1",507,2,1,0,33,0,2,26,0,1,1,0,26360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,1,0,0,0,0,0,0,0,0
"508","1",508,1,0,1,28,0,0,26.55,0,1,0,0,111427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0
"509","0",509,3,0,1,28,0,0,22.525,0,1,0,1,4001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,1,0,0,0,0,0,0,0
"510","1",510,3,0,1,26,0,0,56.4958,0,1,0,1,1601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,1,0,0,0,0,0,0,0
"511","1",511,3,0,1,29,0,0,7.75,1,0,0,1,382651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,1,0,0,0,0,0,0,0
"512","0",512,3,0,1,28,0,0,8.05,0,1,0,1,3101316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0
"513","1",513,1,0,1,36,0,0,26.2875,0,1,0,0,17473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0,0,0,0,0
"514","1",514,1,1,0,54,1,0,59.4,0,0,0,0,17603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.5,1,0,0,0,0,0,0,0,0
